ID;Team;Dataset #;Toolbox used;Quality/Pruning: Method;Motion Artifact Method;Resample/Downsample (Hz);Filtering;Removal of the Global Signals during Preprocessing;Non-GLM: Method;GLM: Method;GLM: HRF Regressor;GLM: Other Regressors;Stat Analysis: Software;Stat Analysis: Method;Stat Analysis: On Signal Type;Stat Analysis: Signal Space;Stat Analysis: Metric;Test for Normality;Stat Analysis: Threshold (p< X);Multiple Comparisons Correction
25;Optical Bioimaging Lab UH;1;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;2;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
26;OwenLab;1;Matlab;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;Matlab;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;One-Sample t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
26;OwenLab;1;Matlab;PSP (Cardiac Power Spectrum Peak);Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;Other,PCA of the Short Channels;Matlab;Paired t-Test;HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Unknown
